tweetid,screen_name,date,lang,text,state,friends_count,followers_count
1220561238809305088,BusyDrT,Fri Jan 24 04:17:30 +0000 2020,en,Why does the #GatesFoundation continue to get a free pass from all of us?  I understand how they control the CDC &amp;… https://t.co/9QntPQE2A8,OH,70,15132
1220783735882362881,BusyDrT,Fri Jan 24 19:01:38 +0000 2020,en,Chemical warfare trucks spotted rushing towards coronavirus-infected Wuhan   What do you think they might actually… https://t.co/dFvOPPVaLX,OH,70,15186
1220794145624576003,RobertKennedyJr,Fri Jan 24 19:43:00 +0000 2020,en,Former billionaire + pharma exec John Kapoor sentenced to 5+ years. His sentencing is the culmination of a months-l… https://t.co/0dhgYvYNme,NY,527,71389
1220856903057592320,Patriot_Girl_TX,Fri Jan 24 23:52:22 +0000 2020,en,"China builds 1,000-bed coronavirus hospital in Wuhan at the epicenter of the outbreak  https://t.co/VXnypwDB0z",TX,5625,7280
1220869001229803520,VegGirlQ,Sat Jan 25 00:40:27 +0000 2020,en,"c'est la grosse panique. / Wuhan to build 1,000 bed hospital to treat coronavirus patients within s... https://t.co/DFMAMowc5D via @YouTube",,1078,1607
1221054778656071681,VegGirlQ,Sat Jan 25 12:58:39 +0000 2020,en,Calls for global ban on wild animal markets amid coronavirus outbreak | Coronavirus outbreak | The Guardian https://t.co/DMdR2BbSzW,,1078,1608.0
1221073606165377031,clubfmphilly,Sat Jan 25 14:13:28 +0000 2020,en,Have you heard ‘The Weekend | Soundtrack’ by clubfmphilly on #SoundCloud? #np #Dance #Electronic #PetShopBoys… https://t.co/4f3WrUbHYo,,387,496
1221550216572174338,Patriot_Girl_TX,Sun Jan 26 21:47:21 +0000 2020,en,"US registers fifth coronavirus case, Arizona health officials say  https://t.co/506ehHAeY6",TX,5625,7278
1221570082930860032,VegGirlQ,Sun Jan 26 23:06:18 +0000 2020,en,"Coronavirus: 100,000 may already be infected, experts warn https://t.co/56LcfBlCFV",,1082,1607
1221571939073961986,VegGirlQ,Sun Jan 26 23:13:40 +0000 2020,en,"Inside the horrific, inhumane animal markets behind pandemics like coronavirus https://t.co/EoES1uFbDT via @nypost",,1078,1609
1221662044723777537,Patriot_Girl_TX,Mon Jan 27 05:11:43 +0000 2020,en,Do surgical masks protect against coronavirus?  https://t.co/2yBaPfhG11,TX,5631,7268
1221765303727788033,VegGirlQ,Mon Jan 27 12:02:02 +0000 2020,en,"The Big Wobble : China Crisis: Impossible to contain: Actual number infected thought to be up to 200,000: Virus can… https://t.co/B6Kl2r1QJ0",,1078,1608.0
1221854409749123074,VegGirlQ,Mon Jan 27 17:56:06 +0000 2020,en,Coronavirus: 73 test negative in UK as China death toll hits 81 – live updates | China | The Guardian https://t.co/OP8MEMbTxO,,1082,1609
1221861555781824512,ajividen73,Mon Jan 27 18:24:30 +0000 2020,en,Center for Health Secu... https://t.co/RVug6s3wRb,,222,51
1222173681952198657,BusyDrT,Tue Jan 28 15:04:47 +0000 2020,en,#Japan confirms patient with #coronavirus did NOT visit #China   https://t.co/A9Arrk6NdY,OH,70,15262
1222380464092123136,languillem,Wed Jan 29 04:46:28 +0000 2020,en,"Coronavirus, fake ou pas fake ? https://t.co/8eixLXS8sr",,5492,5870
1222388688530956289,BusyDrT,Wed Jan 29 05:19:08 +0000 2020,en,Corona Virus Fakery And The Link To 5G Testing https://t.co/I9QYQwMBzC  #5G #EMF #Radiation #heavymetals… https://t.co/Iexorz5L0E,OH,70,15258
1222518255740489728,mercola,Wed Jan 29 13:54:00 +0000 2020,en,Coronavirus — The Latest Pandemic Scare https://t.co/f3jjC5E5tE,FL,30444,288466
1222615203013124102,VegGirlQ,Wed Jan 29 20:19:14 +0000 2020,en,"133  Coronavirus Toll: Cases &amp; Deaths by Country, Historical Data Chart - Worldometer https://t.co/VCoxLPAhgP",,1076,1609
1222621272271704064,VegGirlQ,Wed Jan 29 20:43:21 +0000 2020,en,UAE announces first case of killer Chinese coronavirus as death toll jumps to 133 https://t.co/CoRyfEXHfp,,1080,1607
1222645735428165633,ConjuredRundown,Wed Jan 29 22:20:33 +0000 2020,en,Wtf coronavirus  How spreading,,1204,166
1222657549478113280,VegGirlQ,Wed Jan 29 23:07:30 +0000 2020,en,China's Hubei says coronavirus deaths rise to 162 in province https://t.co/COBtwMoeBb,,1077,1610
1222912661492506624,mercola,Thu Jan 30 16:01:13 +0000 2020,en,"Research revealing the addictive potential of sugar was published in the November 2019 issue of Scientific Reports,… https://t.co/xLmKA9eZ0P",FL,30449,288504
1222999514539286537,clubfmphilly,Thu Jan 30 21:46:21 +0000 2020,en,Have you heard ‘The London Philly L!nk Up’ by @clubfmphilly on #SoundCloud? #Richarlison #np #UKGARAGE #2STEP #DRUM… https://t.co/gbCfNFXNDe,,387,498.0
1223214799909195776,VegGirlQ,Fri Jan 31 12:01:49 +0000 2020,en,"1st case of coronavirus confirmed in India, student in Kerala state tests positive — RT World News https://t.co/uJHR0cEpl2",,1079,1605
1223245121849823233,mercola,Fri Jan 31 14:02:18 +0000 2020,en,Read my thoughts on the Coronavirus. https://t.co/i2iB7pd7Dy,FL,30445,288485
1223335415756791810,mercola,Fri Jan 31 20:01:06 +0000 2020,en,Here's what I have to say about the #coronavirus  https://t.co/mP1A56TH7E,FL,30445,288487
1223398763735273474,VegGirlQ,Sat Feb 01 00:12:49 +0000 2020,en,Coronavirus: China death toll rises to 258 - today's developments https://t.co/vXvfdX2FBe,,1079,1607
1223682471428005888,VegGirlQ,Sat Feb 01 19:00:10 +0000 2020,en,"Move Over, Coronavirus, Here Come the New Kids on the Block https://t.co/FJQeZDPmw6 via @YouTube",,1080,1607
1224301610127495168,VegGirlQ,Mon Feb 03 12:00:24 +0000 2020,en,"Wuhan Coronavirus Looks Increasingly Like a Pandemic, Experts Say - The New York Times https://t.co/UE1Fl0dqX1",,1082,1607
1224302268381614082,VegGirlQ,Mon Feb 03 12:03:01 +0000 2020,en,Coronavirus: China detects bird flu outbreak near Hubei province | Gold Coast Bulletin https://t.co/3dZZX54Nmy,,1082,1607
1224402942322782210,clubfmphilly,Mon Feb 03 18:43:04 +0000 2020,en,Have you heard ‘Bashment Bhangra’ by clubfmphilly on #SoundCloud? #Dailies #NewZealand #np #MissPooja   #Bhangra #Indian #Hindi #Punjabi #Urdu #JassManak #SakshiMalik #SanamParowal #BaaniSandhu #Wuhan #NEW #Delhi  https://t.co/lYUKBc4jkH,,387,495
1224483127550193664,VegGirlQ,Tue Feb 04 00:01:42 +0000 2020,en,"China coronavirus death toll jumps to 426 with nearly 20,000 confirmed cases — RT World News https://t.co/DjeRpKjMtF",,1084,1609
1224689848210067459,ConjuredRundown,Tue Feb 04 13:43:08 +0000 2020,en,"Event 201 simulates an outbreak of a novel zoonotic coronavirus transmitted from bats to pigs to people that eventually becomes efficiently transmissible from person to person, leading to a severe pandemic. The pathogen and the disease it causes are modeled largely on SARS,",,1205,164
1224691200105512960,ConjuredRundown,Tue Feb 04 13:48:30 +0000 2020,en,"America, the epidemic explodes. It is first exported by air travel to Portugal, the United States, and China and then to many other countries. Although at first some countries are able to control it, it continues to spread and be reintroduced, and",,1205,164
1224693439389892609,ConjuredRundown,Tue Feb 04 13:57:24 +0000 2020,en,“BILL AND MELINDA GATES FOUNDATION &amp; OTHERS PREDICTED UP TO 65 MILLION DEATHS VIA CORONAVIRUS IN SIMULATION RAN 3 MONTHS AGO,,1205,164
1224694580941066241,ConjuredRundown,Tue Feb 04 14:01:56 +0000 2020,en,“Wuhan is becoming real ghost town there is hardly anybody in the streets and the shops are running low of fresh fruit and vegetables.,,1205,164
1224707947663646725,languillem,Tue Feb 04 14:55:03 +0000 2020,en,Why the China Government are hiding this TRUTH ABOUT CORONAVIRUS OUTBREAK https://t.co/t9d0b0DlTr via @YouTube,,5497,5873
1224890463460655105,MomFluffyz,Wed Feb 05 03:00:18 +0000 2020,en,He should go to Wuhan and investigate in person. #SOTU,CT,34,14
1225024948378525696,VegGirlQ,Wed Feb 05 11:54:42 +0000 2020,en,490 China coronavirus outbreak: All the latest updates https://t.co/7PHJrhvXUf,,1085,1610
1225213921298173953,VegGirlQ,Thu Feb 06 00:25:36 +0000 2020,en,"Coronavirus live updates: China says death toll hits 563 as confirmed cases top 28,000 https://t.co/zy13CpaRPS",,1086,1611
1225578530236444673,VegGirlQ,Fri Feb 07 00:34:26 +0000 2020,en,Coronavirus threat looms over Bali as African Swine Fever results in mass pig deaths https://t.co/Jhe0bCMzix,,1087,1611
1225579431084859393,VegGirlQ,Fri Feb 07 00:38:01 +0000 2020,en,636 China coronavirus outbreak: All the latest updates @AJENews  https://t.co/fYrIvvmac4,,1087,1611
1225750906207186945,VegGirlQ,Fri Feb 07 11:59:24 +0000 2020,en,Plane carrying Canadians evacuating China’s coronavirus outbreak lands in Ontario https://t.co/f2yCcwuDs4,,1090,1612
1225857200251428865,BusyDrT,Fri Feb 07 19:01:46 +0000 2020,en,States divided on how much to tell public about coronavirus - South Florida Sun-Sentinel  - Floridians should be asking more questions &amp; demanding transparency. The government is playing games. #coronavirus #floridapolitics https://t.co/dt4RVi0Qrx,OH,70,15359
1225882119328731138,colinjarrett587,Fri Feb 07 20:40:47 +0000 2020,en,Coronavirus Update: Bioweapon Cover-Up &amp; The Chinese Government - Glen The Chinaman https://t.co/sdU8H0A9yZ #BitChute,,4995,946
1225932480819138561,mercola,Sat Feb 08 00:00:54 +0000 2020,en,"Loneliness is at epidemic proportions in the United States, and research shows it can take a serious toll on physical and mental health. https://t.co/CAW8MEsKoW",FL,30439,288558
1226838498268917760,VegGirlQ,Mon Feb 10 12:01:06 +0000 2020,en,Scientists Predict Coronavirus May Live For Up To Nine Days On Surfaces https://t.co/bUXjt9DIin,,1097,1618
1227201643994918912,VegGirlQ,Tue Feb 11 12:04:06 +0000 2020,en,Coronavirus LIVE updates: WHO warns of 'very grave' global virus threat - The Economic Times https://t.co/zM7J8vok6g,,1098,1616
1227203236597248000,VegGirlQ,Tue Feb 11 12:10:26 +0000 2020,en,Coronavirus  Visionner « Evening » sur YouTube https://t.co/tMrsWAlWrG,,1098,1616.0
1227298367664988160,BusyDrT,Tue Feb 11 18:28:27 +0000 2020,en,Bringing  you guys the #newsbeforeitsnews! #CoronaVaccine #CoronaVirus Coronavirus Vaccine: A Year Away https://t.co/XSL2zEp18l,OH,70,15460
1227697776940781568,jeffreymadwisc,Wed Feb 12 20:55:34 +0000 2020,en,"The Rockefeller Foundation Predicted the #Coronavirus in 2010: The Good, ... https://t.co/MGdTuVLgJE via @YouTube",,18017,16903
1227747815218085889,VegGirlQ,Thu Feb 13 00:14:24 +0000 2020,en,"Coronavirus live updates: China's Hubei reports 14,840 new cases, 242 additional deaths https://t.co/iF5hkq1jxY",,1101,1621
1228289032083398656,VegGirlQ,Fri Feb 14 12:05:00 +0000 2020,en,Coronavirus: New China figures highlight toll on medical staff - BBC News https://t.co/R3TScmamHQ,,1100,1622
1228290011663040512,VegGirlQ,Fri Feb 14 12:08:53 +0000 2020,en,"Coronavirus: New virus adapts itself once it enters the human body, says top US health official https://t.co/n8np2Z9zRU",,1100,1623.0
1228457564951605248,BusyDrT,Fri Feb 14 23:14:41 +0000 2020,en,#coronavirus updates https://t.co/mbIWUtpoQT,OH,70,15501
1228704486799048704,VegGirlQ,Sat Feb 15 15:35:52 +0000 2020,en,"Coronavirus Update: 17 people in Delhi showed symptoms, they returned from abroad before mid January https://t.co/nPPt9DR93m via @FinancialXpress",,1100,1622.0
1228705764811956224,VegGirlQ,Sat Feb 15 15:40:57 +0000 2020,en,Coronavirus: first fatality in Europe confirmed - live updates https://t.co/WvtjLEoKC2,,1100.0,1622.0
1229191358193246210,VegGirlQ,Sun Feb 16 23:50:31 +0000 2020,en,Coronavirus live updates: China's Hubei province confirms another 100 deaths https://t.co/KYZIfklb8J,,1085,1621
1229192500532989953,VegGirlQ,Sun Feb 16 23:55:04 +0000 2020,en,"US charter planes leave with Diamond Princess passengers as global coronavirus cases top 71,000 https://t.co/496z0iPVYq",,1085,1621
1229604699898368002,BusyDrT,Tue Feb 18 03:13:00 +0000 2020,en,Lijd everything else they touch!   https://t.co/aaxyHErCTd,OH,70,15549
1229763338638446592,VegGirlQ,Tue Feb 18 13:43:22 +0000 2020,en,Coronavirus ghost town: Shanghai has changed since the outbreak https://t.co/4k4gTgpdp6,,1089,1623
1229801157910040581,BusyDrT,Tue Feb 18 16:13:39 +0000 2020,en,What is in that disinfectant spray they are using in the photo?  Former FDA Commissioner: Japan on the ‘Cusp’ of a Large Coronavirus Outbreak https://t.co/ZTCzDDGqoc via @epochtimes #coronavirus #Japan #china #coronaoutbreak,OH,72,15559
1229803779756830722,BusyDrT,Tue Feb 18 16:24:04 +0000 2020,en,The latest from #Infowars !  There's a lot more than just #coronavirus and #Ebola going on.  10 Plagues That Are Hitting Our Planet Simultaneously https://t.co/Ee6rcdFhoj,OH,72,15559.0
1229882831796568066,VegGirlQ,Tue Feb 18 21:38:11 +0000 2020,en,Chinese film director Chang Kai and family die from coronavirus https://t.co/5TkFwoFfs1,,1089,1624
1229892211610963971,BusyDrT,Tue Feb 18 22:15:28 +0000 2020,en,"Why are 712 people in Washington State being “monitored” for coronavirus infections, but NOT TESTED? – https://t.co/0TKHtlwxGv https://t.co/QAMyYZIi9F",OH,73,15593
1230237223037132801,BusyDrT,Wed Feb 19 21:06:25 +0000 2020,en,Florida officials mum on coronavirus tests of state residents https://t.co/J6O5Ym7Vcl  #cornonavirus #coronaoutbreak #vaxxter #FloridaCoronaVirus,OH,73,15650
1230247386041196544,BusyDrT,Wed Feb 19 21:46:48 +0000 2020,en,#ChinesePneumonia  (CoronaVirus) &amp; #Tamiflu?   Why?????#https://www.medicinenet.com/script/main/art.asp?articlekey=227412,OH,73,15650
1230248392313405442,BusyDrT,Wed Feb 19 21:50:48 +0000 2020,en,‘The results look good so far:’ Thai doctors tout promising treatment for Wuhan coronavirus https://t.co/23Muwq1nVU  Components of HIV in #CoronaVirus.  Any updates on this?,OH,73,15650
1230249883594100742,BusyDrT,Wed Feb 19 21:56:43 +0000 2020,en,What Wuhan trials were they doing at the time of the Wuhan ‘outbreak?!  Is anyone asking these questions? @LaLaRueFrench75 ?  https://t.co/NeGeNGxF9k,OH,73,15652
1230464380707524608,VegGirlQ,Thu Feb 20 12:09:03 +0000 2020,en,South Korean city on high alert as coronavirus cases soar at 'cult' church | Coronavirus outbreak | The Guardian https://t.co/oQfcbBVcN0,,1090,1623
1230484325034070018,BusyDrT,Thu Feb 20 13:28:19 +0000 2020,en,Five coronavirus patients being transported to Spokane's Sacred Heart for treatment - KXLY https://t.co/cqx1UhtsAX,OH,73,15661
1230491563479982080,BusyDrT,Thu Feb 20 13:57:04 +0000 2020,en,The CDC is nothing more than a front for the vaccine manufacturers the same way the IRS is nothing more than a money laundering extortionist organization ... #moneylaundering #IRS  #PharmaCorruption,OH,75,15661
1230526216471502849,BusyDrT,Thu Feb 20 16:14:46 +0000 2020,en,ME Respiratory Syndrome/Corona Virus  didn't get that much attention when this was published.  Now there are 2 reported deaths in Iran &amp; the government is going crazy! You mean to tell me that people haven't been dying all along?  https://t.co/tgDdj3CG1J,OH,75,15664
1230541579049406464,BusyDrT,Thu Feb 20 17:15:49 +0000 2020,en,"https://t.co/oHsx1amNL8. Anyone who thinks that 5g &amp; Corona outbreak aren’t related, has more studying to do....",OH,75,15666
1230559928454017024,BusyDrT,Thu Feb 20 18:28:44 +0000 2020,en,"Any industries other than #Bigpharma &amp;   #vaccinemanufacturers, NOT  taking a big financial hit? Apple warns of worldwide iPhone shortages due to coronavirus disruption https://t.co/vQrhhpSX7Z",OH,75,15669
1230569512384245760,BusyDrT,Thu Feb 20 19:06:49 +0000 2020,en,"Early trial results for potential coronavirus treatments expected in 3 weeks, WHO says https://t.co/DmFnQTdJiT    Thats awfully fast, even for the #CDC &amp; #WHO  #HIV meds in your #coronacocktail ?",OH,75,15672
1230569860083732480,BusyDrT,Thu Feb 20 19:08:12 +0000 2020,en,UN Troops Featured in World Military Games in Wuhan China Weeks Before Coronavirus Outbreak https://t.co/XiS0qtx78K via @activistpost,OH,75,15672
1230610075737346049,clubfmphilly,Thu Feb 20 21:48:00 +0000 2020,en,Have you heard ‘The London Philly L!nk Up’ by clubfmphilly on #SoundCloud? #nCoV #XFL #NFL #XXV #QB #Walker #ManCity #np #UKGarage #Dance #Electronic #ChampionsLeague #Soulecta #ScottGarcia #MattJamLamont #NEW https://t.co/iIW03v4slB,,386,492
1230642202671493126,ConjuredRundown,Thu Feb 20 23:55:40 +0000 2020,en,We are  In armageddon   This Toxic  5G Mass   Killing Slowly  China Spread   Globally Want  Elite Want,,1205,166
1230646778006925312,ajividen73,Fri Feb 21 00:13:50 +0000 2020,en,A Parent’s Perspective on Virginia’s Bill to Mandate All Vaccines on the CDC Schedule • Children's Health Defense https://t.co/RoN9gNkGZN,,239,57.0
1230655515631529989,VegGirlQ,Fri Feb 21 00:48:34 +0000 2020,en,Coronavirus-infected Americans flown home against CDC’s advice https://t.co/r5S41xCcpF,,1091,1623
1230656388113817600,VegGirlQ,Fri Feb 21 00:52:02 +0000 2020,en,Americans with coronavirus were flown home over CDC objections: report | TheHill https://t.co/a0esAnMwU5,,1091,1623
1231194131164209155,clubfmphilly,Sat Feb 22 12:28:50 +0000 2020,en,Have you heard ‘The Weekend | Soundtrack’ by clubfmphilly on #SoundCloud? #DJSamer #LeBron #Jurgen #np #Dance #Electronic #FranceToUK #Sumo #DazePrism #AdriBlock #EliBrown #MattJamLamont  #Dairy #Android #iOS #WHO #NHS #CDC #MET #NBA #NEW #DjSteaw https://t.co/QDTZl0maNC,,386,492
1231208846674276353,VegGirlQ,Sat Feb 22 13:27:18 +0000 2020,en,Second coronavirus patient dies in Italy: ANSA news agency https://t.co/fUlCwRgxlv,,1093.0,1624.0
1231212568464809985,VegGirlQ,Sat Feb 22 13:42:05 +0000 2020,en,Samsung Electronics confirms coronavirus case at phone factory... https://t.co/CZFNKZ9zxx,,1093,1624
1231213800562610177,VegGirlQ,Sat Feb 22 13:46:59 +0000 2020,en,WHO concerned about coronavirus cases with no clear link https://t.co/2IBAteHAyW,,1093,1624.0
1231214905103126528,VegGirlQ,Sat Feb 22 13:51:22 +0000 2020,en,Coronavirus cases in South Korea almost doubled on Saturday to 346 https://t.co/gqNcIWLrIH,,1093,1624
1231215074611793922,VegGirlQ,Sat Feb 22 13:52:03 +0000 2020,en,"U.S. prepares for coronavirus pandemic, school and business... https://t.co/VjzowFeox2",,1093,1624
1231215408180604930,VegGirlQ,Sat Feb 22 13:53:22 +0000 2020,en,Wuhan woman with no symptoms infects five relatives with... https://t.co/PQUTX0gTsg,,1093,1624
1231972461073305601,mercola,Mon Feb 24 16:01:38 +0000 2020,en,A protocol of intravenous vitamin C with hydrocortisone and thiamine has been shown to dramatically improve chances of survival from sepsis. Could the same treatment work for the Coronavirus? https://t.co/8jXNWFF232,FL,30431,288780
1232015981121359872,Patriot_Girl_TX,Mon Feb 24 18:54:34 +0000 2020,en,Feinstein’s Ties To China Go Way Deeper Than An Alleged Office Spy https://t.co/QoXAKzE7Wd,TX,5814,7367
1232026519071006726,RobertKennedyJr,Mon Feb 24 19:36:26 +0000 2020,en,"Chinese leader Xi Jinping didn’t actually admit that the #coronavirus now devastating large swaths of #China had escaped from one of the country’s bioresearch labs. But the very next day, evidence emerged suggesting that this is exactly what happened.  https://t.co/0MGntyD1ZR",NY,531,71987
1232999526660743168,VegGirlQ,Thu Feb 27 12:02:49 +0000 2020,en,Shenzhen prepares ban on eating cats and dogs after outbreak | Article [AMP] | Reuters https://t.co/K0Fz4DrWWy,,1098,1621
1233226254163337216,jeffreymadwisc,Fri Feb 28 03:03:45 +0000 2020,en,A STORY https://t.co/daai4mTlry via @YouTube.  #coronavirus,,18019,16832.0
1233579378468061186,BusyDrT,Sat Feb 29 02:26:57 +0000 2020,en,What’s the catch? Reverse Psych? #covid19  #coronavaccine   Health Secretary Alex Azar Refuses To Guarantee Coronav… https://t.co/RwJpO3p2Qy,OH,76,15951
1233773074354495488,VegGirlQ,Sat Feb 29 15:16:37 +0000 2020,en,Visionner « Edge of Extinction: Coronavirus Update » sur YouTube https://t.co/Ra7SNAmL4I,,1104,1625
1233892343729786881,VegGirlQ,Sat Feb 29 23:10:34 +0000 2020,en,"COVID-19 updates, Unexplained Sounds, Viewer Q&amp;A https://t.co/jxbC7G1wWQ via @YouTube",,1103,1624
1234081964803678209,ConjuredRundown,Sun Mar 01 11:44:03 +0000 2020,en,18month period  Kill 65m   Event 201  Funded Clintons   Scenario Genocide  Keep Push 5G   No Different  Microwave R… https://t.co/xRprqQMWGv,,1212,169
1234081537370599424,ConjuredRundown,Sun Mar 01 11:42:21 +0000 2020,en,"#Democrats are pushing a new hoax by politicizing the coronavirus situation, rather than preparing their own cities… https://t.co/gxK9aoLR8g",,1212,169
1234080615433220097,ConjuredRundown,Sun Mar 01 11:38:41 +0000 2020,en,Hope Corona  Spreads Rid   Filth Called  Earth Like   Plaque INC  No Cure   Tackle All  Want Once   5G Disease  Start Spread,,1212,169
1234190041955602432,VegGirlQ,Sun Mar 01 18:53:30 +0000 2020,en,Coronavirus is Earth’s Message https://t.co/mF2mO71uVD,,1102,1623
1234188155303190529,VegGirlQ,Sun Mar 01 18:46:00 +0000 2020,en,"Forget about the Death rate, this is why you should be worried about the coronavirus by @Admwren https://t.co/KezHQkZsuj",,1102,1623
1234237034010730497,BusyDrT,Sun Mar 01 22:00:14 +0000 2020,en,Stop believing in coincidences ..... #sars #COVIDー19 #Ebola  #zika #swineflu #vaccines #vaccinepolitics… https://t.co/cYrOwK3wfA,OH,79,16437
1234937396161994752,quingem,Tue Mar 03 20:23:13 +0000 2020,en,Shanghai Government Officially Recommends Vitamin C for COVID-19  https://t.co/wNBU5L4SCL,CA,35,427
1234989678442340352,clubfmphilly,Tue Mar 03 23:50:58 +0000 2020,en,Have you heard ‘Asian M!xtape (18+)’ by clubfmphilly on #SoundCloud? #Asian #Mixtape #np #KPOP #JPOP… https://t.co/C9fM9vuHNF,,386,494
1235155462208794627,VgnNutrition46,Wed Mar 04 10:49:44 +0000 2020,en,"very interesting shocking point I just heard: Why do humans kill millions of pigs, chickens... when ""bird flu"" ""swi… https://t.co/s0wJ0ul6rC",,2419.0,1485.0
1235173459119964165,VegGirlQ,Wed Mar 04 12:01:15 +0000 2020,en,"Coronavirus, synchronous failure and the global phase-shift https://t.co/Qvz0HrfNeN",,1104,1626
1235305153588334598,BusyDrT,Wed Mar 04 20:44:34 +0000 2020,en,Prince William jokes about spreading #COVID19 ! You cant even imagine how controversial this on all sides  Your  “t… https://t.co/H6lTRhzbYh,OH,77,16090
1235474664543133696,CordeiroRick,Thu Mar 05 07:58:08 +0000 2020,en,Chinese Biowarfare agents working at Canadian lab in Winnipeg were involved in smuggling of Coronavirus to Wuhan’s lab from where it is believed to have been leaked  The RCMP Police investigated  Info from Twitter account: INDIAN DEFENCE UPDATES @defencealerts  #AmbertAlert https://t.co/NKTT3i6z8g,,620739,563881.0
1235986336244469762,VegGirlQ,Fri Mar 06 17:51:20 +0000 2020,en,United Nations: Pressure UN to publicly condemn China burning and burying pigs alive. - Sign the Petition! https://t.co/jR8d1nQgp5 via @CdnChange,,1104,1627
1236056339056648193,Patriot_Girl_TX,Fri Mar 06 22:29:30 +0000 2020,en,Coronavirus update: List of canceled events due to COVID-19 https://t.co/Z6f5sD258y,TX,5877,7385
1236478405006237696,jeffreymadwisc,Sun Mar 08 02:26:39 +0000 2020,en,$425M in World Bank catastrophe bonds set to default if coronavirus declared a pandemic by June https://t.co/YQapdKFxKf,,18006,16815
1236723741964546050,VegGirlQ,Sun Mar 08 18:41:31 +0000 2020,en,BBC News - Coronavirus: Northern Italy quarantines 16 million people https://t.co/rHYHUoiCec,,1084,1627
1237131091590279168,BusyDrT,Mon Mar 09 21:40:11 +0000 2020,en,🛑This connection mustn’t ❌ be ignored‼️ #WakeUpAmerica ‼️🙏🏽 Influenza #vaccination &amp; respiratory #virus #SARS #COVID19 interference among #DoD personnel during the 2017-2018 #influenza season. - #PubMed  https://t.co/IDSHnaUNTt,OH,80,16519
1237132199209717760,CordeiroRick,Mon Mar 09 21:44:35 +0000 2020,en,Coronavirus: WHO says threat of a pandemic now 'very real' as all of Italy goes on lockdown #Coronavirus https://t.co/vR8tZx2PcS,,617892,563014
1237223739277877249,CordeiroRick,Tue Mar 10 03:48:20 +0000 2020,en,COVIDー19 #coronavirus #coronavirususa #COVID2019   Prison Riots in Iran and Italy this week. https://t.co/df9oXWMQfH,,617856,562936
1237465332337475586,clubfmphilly,Tue Mar 10 19:48:20 +0000 2020,en,Have you heard ‘Asian M!xtape (18+)’ by @clubfmphilly on #SoundCloud? #Asian #Mixtape #ワタナベシュウヘイ #中国 #韓國 #np #KPOP #JPOP #Việt  #TWICE #AtelierBossaConscious #Covid19 #IceCream  #COLORCREATION #JulieAnneSanJose #NEW https://t.co/RMSlEwGYUx,,387,498
1237662888132775936,Holly02375824,Wed Mar 11 08:53:21 +0000 2020,en,#ICANvsCDC #TheAutismStudies #CDC Take down your claim The gig is up No longer can you hide behind your slogan,,316,185
1240581959740522497,TruthTeam101,Thu Mar 19 10:12:42 +0000 2020,en,"While the country deals with the coronavirus, Idaho state legislators prioritize banning trans athletes  https://t.co/GsSAkIuyFm via @voxdotcom",,3341,965
1241146772325568518,CordeiroRick,Fri Mar 20 23:37:04 +0000 2020,en,Chinese Biowarfare agents working at Canadian lab in Winnipeg were involved in smuggling of Coronavirus to Wuhan’s lab from where it is believed to have been leaked. The RCMP Police investigated   Info from Twitter account: INDIAN DEFENCE UPDATES   @defencealerts  #AmberAlert https://t.co/ps1EFtyoiv,,614859,559756
1241737343196938241,VegGirlQ,Sun Mar 22 14:43:47 +0000 2020,en,Over 50 NYPD officers test positive for coronavirus https://t.co/pXeR3CIUpo,,1094,1623
1242032555236483072,VgnNutrition46,Mon Mar 23 10:16:51 +0000 2020,en,FUCKING #coronavirus PEOPLE OVERCROWDING HOSPITALS... TAKING BEDS MEANT FOR #VEGANS DYING OF PROTEIN DEFICIENCY. 🖕🙄🙄🙄🙄🙄 https://t.co/OFs8GoP77s,,2425,1492
1242390979568697344,mercola,Tue Mar 24 10:01:06 +0000 2020,en,Subscribe now to my FREE newsletter and get access to my Coronavirus Resource Page. Stay informed and protect yourself! https://t.co/U8QzV6nCgs,FL,30386,289166
1242402505159520256,CordeiroRick,Tue Mar 24 10:46:54 +0000 2020,en,"ONTARIO PREMIERE DOUG FORD URGES EVERYONE TO STAY HOME AND PRACTICE SOCIAL DISTANCING... THEN TURNS RIGHT AROUND AND SAYS ""EVERYONE IS ESSENTIAL SO KEEP ON WORKING.""   LIKE A TYPICAL POLITICIAN SPEAKING FROM BOTH SIDES OF HIS MOUTH. https://t.co/gfovZAzDh9",,614572,558736
1242403184880111617,CordeiroRick,Tue Mar 24 10:49:36 +0000 2020,en,"ONTARIO PREMIERE DOUG FORD URGES EVERYONE TO STAY HOME AND PRACTICE SOCIAL DISTANCING... THEN TURNS RIGHT AROUND AND SAYS ""EVERYONE IS ESSENTIAL SO KEEP ON WORKING."" LIKE A TYPICAL POLITICIAN SPEAKING FROM BOTH SIDES OF HIS MOUTH. #CORONAVIRUS #COVIDIDIOTS #Covid19 #essential https://t.co/jRF9N10nfO",,614572,558736
1242855800512688130,BusyDrT,Wed Mar 25 16:48:08 +0000 2020,en,"Somebody had to be first in #TampaBay ‼️ #PinellasCounty orders county to stay at home amid #coronavirus, first in #Tampa Bay to enact measure  https://t.co/bUM4eXcGpa",OH,84,17185
