tweetid,screen_name,date,lang,text,state,friends_count,followers_count
1.4237657413089403e+18,miraforeman,Fri Aug 06 21:59:39 +0000 2021,en,"VAERS Latest Data Include 2 New Reports of Teen Deaths Following COVID Vaccine, as Total Reports of Deaths Exceed 12,000 • Children's Health Defense https://t.co/tqEYtVtcMB",,1635,1371
1.4237659371326546e+18,miraforeman,Fri Aug 06 22:00:26 +0000 2021,en,Physician Speaks Out Against ‘Vaccine Mandates for All’ — Especially Children and Those With Natural Immunity • Children's Health Defense https://t.co/aN1pEM4qds,,1635,1371
1.4237661610078167e+18,miraforeman,Fri Aug 06 22:01:19 +0000 2021,en,‘Odds Are High’ FDA Will Approve COVID Vaccines for Kids Under 12 During Next School Year + More • Children's Health Defense https://t.co/fVQqjaYfxt,,1635,1371
1.423831631597609e+18,jeffreymadwisc,Sat Aug 07 02:21:29 +0000 2021,en,Police Union Denounces Its Own Survey Of Unvaccinated Officers Despite Conflicting Texts By Its President – CBS Denver ⁦@borresonrefuse⁩  https://t.co/QePGJ47xHo,,16758,15296
1.4238895021881016e+18,CaligirlLeftie,Sat Aug 07 06:11:26 +0000 2021,en,Government in #Ireland Forced to Admit #Covid19 Does Not Exist https://t.co/I36Gt6dE4p via @BitChute,,11502,11968
1.4241101098740654e+18,jeffreymadwisc,Sat Aug 07 20:48:03 +0000 2021,en,San Francisco sheriffs' union warns officers will quit or retire if forced to receive COVID vaccine | Fox News ⁦@borresonrefuse⁩  https://t.co/HWxUBtBnHm,,16757,15294
1.4241141438046577e+18,jeffreymadwisc,Sat Aug 07 21:04:05 +0000 2021,en,"A week ago I posted about a friends brother who received the covid shot so he and his wife could go to Hawaii in may 2021,he just passed away from a heart attack while improving from intensive care and while at home died,he was 69,fuck your covid  vaccines y’all:(",WI,16757,15294
1.4241156098608128e+18,jeffreymadwisc,Sat Aug 07 21:09:54 +0000 2021,en,Is mandatory Covid vaccine for school children next? https://t.co/TfqktJIqCk via @YouTube @borresonrefuse,WI,16757,15294
1.4241312497786634e+18,2021Freedom1776,Sat Aug 07 22:12:03 +0000 2021,en,CP Podcast Talks with Dr Janci Chunn Lindsay on the Risks of COVID Gene ... https://t.co/jUeJU4xHr7 via @YouTube,,8725,9509
1.4244631195653284e+18,jeffreymadwisc,Sun Aug 08 20:10:47 +0000 2021,en,Anthony Fauci Funded The Wuhan Lab💉😷 https://t.co/Emk6O0OXh4 via @YouTube,,16758,15295
1.4244697088924221e+18,miraforeman,Sun Aug 08 20:36:58 +0000 2021,en,Physician Speaks Out Against ‘Vaccine Mandates for All’ — Especially Children and Those With Natural Immunity • Children's Health Defense https://t.co/aN1pEM4qds,,1636,1376
1.4244876979644908e+18,jeffreymadwisc,Sun Aug 08 21:48:27 +0000 2021,en,UK Army On Standby To Stock Supermarket Shelves / Hugo Talks #lockdown https://t.co/IoJtnCZwkL via @YouTube,WI,16760,15296
1.4244879510194135e+18,jeffreymadwisc,Sun Aug 08 21:49:27 +0000 2021,en,IRELAND NEW RULE 🤡 / Hugo Talks #lockdown https://t.co/Fmep2o6Ulg via @YouTube,WI,16760,15296
1.424499047960875e+18,jeffreymadwisc,Sun Aug 08 22:33:33 +0000 2021,en,The Classism of COVID https://t.co/9cQ64ISXP0 via @YouTube,WI,16761.0,15296.0
1.424546026220753e+18,KatieJ04560306,Mon Aug 09 01:40:14 +0000 2021,en,H.R.3860 - To prohibit any requirement that a member of the Armed Forces receive a vaccination against COVID-19.  https://t.co/4wVgbbVIvh,,674,190
1.4245539081275023e+18,KatieJ04560306,Mon Aug 09 02:11:33 +0000 2021,en,Rumble (https://t.co/YlehChp1On) The Synthetic mRNA Spike Protein Concentrates in Ovaries Studies have shown that the lipid nanoparticles delivered by the mRNA COVID shots do not say in the arm muscle but travel to organs throughout the body.  https://t.co/YlehChp1On,,674,190
1.4245714843080868e+18,KatieJ04560306,Mon Aug 09 03:21:23 +0000 2021,en,Doctors for Covid Ethics Symposium - Session 2: The Going Direct Reset https://t.co/f229fnTPwB via @ukcolumn,,675,190
1.4245715399077683e+18,KatieJ04560306,Mon Aug 09 03:21:37 +0000 2021,en,Doctors for Covid Ethics Symposium - Session 1: The False Pandemic https://t.co/FgyD7srLQG via @ukcolumn,,675,190
1.4246660497237402e+18,miraforeman,Mon Aug 09 09:37:09 +0000 2021,en,Approving drug that hasn’t finished trial No data on ADE But FDA still going ahead with full approval of bio-weapon in few weeks   Fauci Expects ‘Flood’ of COVID Vaccine Mandates After FDA Approval https://t.co/C8oQPe3Ggf,,1636,1375
1.4247261999982387e+18,MomFluffyz,Mon Aug 09 13:36:10 +0000 2021,en,Oops!  https://t.co/CfBAVFSHTe,CT,299,249
1.4247339334182543e+18,RobertKennedyJr,Mon Aug 09 14:06:54 +0000 2021,en,"In interview with @usnews, Dr. Makary said CDC’s relentless focus on vaccine-induced immunity and its “demonizing” of those who choose not to get the vaccine make the agency “the most slow, reactionary, political CDC in American history.”  https://t.co/TIUDPUV3BI",CA,596,288501
1.4247893296212623e+18,mercola,Mon Aug 09 17:47:02 +0000 2021,en,Reuters confirms the injections of genetic code to prevent COVID-19 hospitalizations and deaths are not ‘gene therapy'.  https://t.co/S62YTp4UGw,FL,28921,306712
1.4248073993874555e+18,2021Freedom1776,Mon Aug 09 18:58:50 +0000 2021,en,HHS documents admit the CDC has never isolated any “covid-19 virus” … PCR tests nothing but instrument NOISE … the global HOAX is rapidly unraveling https://t.co/w26EdNp6h9 via @NuHumanNuEarth,,8746,9521
1.4248167446322258e+18,KatieJ04560306,Mon Aug 09 19:35:58 +0000 2021,en,Dr. Destroys the Entire COVID Narrative https://t.co/wZeKD2q1KA,,675,190
1.4248691917237576e+18,TruthTeam101,Mon Aug 09 23:04:22 +0000 2021,en,NOVAVAX: A “Traditional” VACCINE for COVID-19 soon to be released? https://t.co/a0ZPjFz0X2 via @YouTube   #Novavax,,4559,1106
1.4248730826411295e+18,jeffreymadwisc,Mon Aug 09 23:19:50 +0000 2021,en,My own country of Canada just kicked me out because my Covid immunity was acquired naturally and not from a vaccine — RT Op-ed https://t.co/8loS28tsne,,16761,15297
1.4249538031750758e+18,jeffreymadwisc,Tue Aug 10 04:40:35 +0000 2021,en,"Mt. Vernon School Board Meeting - Dr. Dan Stock MD.... COVID-19, AND VAC... https://t.co/75Ne7cMuna via @YouTube",WI,16760,15296
1.4250972332764856e+18,mercola,Tue Aug 10 14:10:32 +0000 2021,en,NBC says their experts recommend N95 masks for kids – and they earn affiliate commission on every purchase. https://t.co/WATLZX4RT1,FL,28920,306929.0
1.4251260678581985e+18,mercola,Tue Aug 10 16:05:06 +0000 2021,en,SARS-CoV-2 lab infection confirmed in Beijing. https://t.co/WngXBhdHqt,FL,28920,306953
1.4251670879164867e+18,mercola,Tue Aug 10 18:48:06 +0000 2021,en,The willing ‘science soldiers’ that carried the false narratives about the coronavirus origins. https://t.co/s0NBonsggA,FL,28919,306983
1.4252135008849142e+18,RobertKennedyJr,Tue Aug 10 21:52:32 +0000 2021,en,"It’s not just businesses, the federal government and the military — the push is also on to mandate COVID vaccines for school children, despite evidence showing the benefits don’t outweigh the risks.  SUBSCRIBE #TheDefender: https://t.co/zL66Edfiw5  https://t.co/xTpsqZee7N",CA,596,288989
1.4252145468855706e+18,KatieJ04560306,Tue Aug 10 21:56:41 +0000 2021,en,I always get vaccinated. I have been fully vaccinated with the Moderna COVID vaccine. My three daughters have all been vaccinated. I recently learned that https://t.co/8O15tIEdNg,,679,193
1.425236049131942e+18,jeffreymadwisc,Tue Aug 10 23:22:08 +0000 2021,en,Trends Journal: The Covid War; The Fight of our Lives https://t.co/iRsD4gFyFl via @YouTube,WI,16759,15295
1.4252758389631017e+18,AmbermireG,Wed Aug 11 02:00:15 +0000 2021,en,CDC Official Has Solution for Vaccine Refusers: 'We’ll Just Get Rid of All Whites in the United States' https://t.co/82Dur5YfI7,,122.0,68.0
1.4253836830669292e+18,ssr57,Wed Aug 11 09:08:47 +0000 2021,en,Dr. Lee Merritt and Mike Adams ask: Are covid spike proteins being RELEASED onto cities? https://t.co/9GjUzZzyBs,,2121,2051
1.4253838026758595e+18,ssr57,Wed Aug 11 09:09:15 +0000 2021,en,"Dr. Christiane Northrup gives new details on covid vaccine shedding / transmission, especially among women https://t.co/L8puI79Yrl",,2121,2051
1.4254385386283213e+18,mercola,Wed Aug 11 12:46:45 +0000 2021,en,Vitamin D as contributing factor to COVID-19 surge. https://t.co/lTuIjRtn5u,FL,28920,307109
1.425444004502573e+18,mercola,Wed Aug 11 13:08:28 +0000 2021,en,Immunity only counts if you took the jabs. https://t.co/kaFW3yaWw2,FL,28920,307109
1.4254525109915607e+18,mercola,Wed Aug 11 13:42:16 +0000 2021,en,"If the third shot gets the mask off, imagine what the fourth will do. https://t.co/Ow9vGG01Dn",FL,28920,307114
1.425454608177111e+18,TruthTeam101,Wed Aug 11 13:50:36 +0000 2021,en,.@FreedomIsrael_  Video: Florida Hospital CEO advises people to think about staying away from the unvaccinated.  https://t.co/TlbdWOYc22,,4561.0,1106.0
1.425467074026029e+18,mercola,Wed Aug 11 14:40:09 +0000 2021,en,"Myocarditis was diagnosed in children after COVID-19 vaccination, most commonly in boys after the second dose. https://t.co/m0STSnhNO1",FL,28920,307130
1.4254903562300457e+18,2021Freedom1776,Wed Aug 11 16:12:39 +0000 2021,en,"Pfizer vaccine was only 42% effective against infection in July, when the Delta variant was dominant. https://t.co/PdKF63DTWp",,8747,9527
1.4254909938607104e+18,2021Freedom1776,Wed Aug 11 16:15:11 +0000 2021,en,Over 1 million people have obtained COVID-19 booster shots without FDA approval https://t.co/tRDZm2QvYF,,8747,9527
1.4255108866140692e+18,KatieJ04560306,Wed Aug 11 17:34:14 +0000 2021,en,"Horowitz: No, this is not an epidemic of the unvaccinated. Those in favor of mass forced vaccination have an amazing narrative, or at least they think they do. They think that a bunch of ""low vaccinated"" areas are getting hit strongly with the virus &amp;...  https://t.co/AkuEV7ZDsL",,682,193
1.4255276623747072e+18,2021Freedom1776,Wed Aug 11 18:40:54 +0000 2021,en,"CDC admits it DID over count Florida's COVID cases: Agency revises down state's weekend numbers from 28,000 to 19,000 but offers no explanation after falsely claiming 'record' infections https://t.co/pwyrBspUnG via @MailOnline",,8748,9527
1.4255278905784443e+18,RobertKennedyJr,Wed Aug 11 18:41:48 +0000 2021,en,Another sad story! Mom so proud that her 14-year-old son could get the COVID vaccine... but now doctors confirm her son meets the criteria for having post-vaccine myocarditis.  SUBSCRIBE #TheDefender: https://t.co/zL66Edfiw5  https://t.co/CmRUHc8QMr,CA,596,289298
1.425538649974788e+18,jeffreymadwisc,Wed Aug 11 19:24:34 +0000 2021,en,"Robot delivers food, ""get well soon"" messages to Indonesians in COVID-19... https://t.co/Yszkdw98tA via @YouTube",WI,16757,15298
1.4255547741586842e+18,TruthTeam101,Wed Aug 11 20:28:38 +0000 2021,en,"""COVID-19 vaccines are extremely effective at preventing serious illness and deaths, TRIALS show"" 🐷😳🐖",,4562,1105
1.4255634226373714e+18,RobertKennedyJr,Wed Aug 11 21:03:00 +0000 2021,en,"Reuters is now in the business of “fact-checking” Facebook and Twitter posts about COVID vaccines — despite having ties to Pfizer, World Economic Forum and Trusted News Initiative.  SUBSCRIBE #TheDefender: https://t.co/zL66Edfiw5  https://t.co/vU9IotXAGk",CA,596,289362
1.4256511261461914e+18,CaligirlLeftie,Thu Aug 12 02:51:30 +0000 2021,en,Who has had the #Delta variant/  reinfection ?? Did U get a #gene sequencing test ? Did ur insurance pay for #gene sequencing test? Did ur  health insurance cover ur  hospital stay or Dr visits?? #SARSCoV2 #Covid19 I was told insurance won’t cover #GeneSequencing #California,,11515,11956.0
1.4256517992187863e+18,ajividen73,Thu Aug 12 02:54:10 +0000 2021,en,CDC adjusts Florida's Covid numbers after accusations of overcounting https://t.co/nzJ9uJky19 via @MailOnline,,1025,334
1.4256532706562048e+18,jeffreymadwisc,Thu Aug 12 03:00:01 +0000 2021,en,Thailand protesters clash with riot police over govt's pandemic response... https://t.co/JnyVJFDKac via @YouTube,WI,16756,15296
1.4256767302877307e+18,2021Freedom1776,Thu Aug 12 04:33:14 +0000 2021,en,Inside the reality of Biden's border crisis: Shocking video shows women and children crammed into an overcrowded Rio Grande Valley facility amid widespread COVID concerns and with illegal crossings at record highs https://t.co/HALQtlREaN,,8745,9528
1.425677026061652e+18,jeffreymadwisc,Thu Aug 12 04:34:25 +0000 2021,en,"Covid News: Latest Hypocrites, Mandates, Restrictions, Studies, &amp; Austra... https://t.co/UthmCFDwKH via @YouTube",WI,16758,15296
1.4257235633577124e+18,clubfmphilly,Thu Aug 12 07:39:20 +0000 2021,en,You can’t sue Pfizer or Moderna if you have severe Covid vaccine side effects. The government likely won't compensate you for damages either https://t.co/voGAABh8v3,,497,690
1.4258129368706662e+18,mercola,Thu Aug 12 13:34:29 +0000 2021,en,The Foreign Affairs Committee updated their report regarding Wuhan lab’s gain of function work with military. https://t.co/nigl5wPn9e,FL,28921,307344
1.4258254242322514e+18,mercola,Thu Aug 12 14:24:06 +0000 2021,en,“Vitamin D status appears to be strongly associated with COVID-19 clinical severity”.  Somebody published a paper about this almost one year ago. https://t.co/XpZeF0PtBV,FL,28921,307348
1.4258335891917128e+18,Ay5e1,Thu Aug 12 14:56:33 +0000 2021,en,"Corona is a Plandemi, it's theater MASK is a demonic symbol (harmful to health). PCR testing is dishonest. HES code and vax pass is DIGITAL Slavery unhealthy, useless! We are against test vaccination! A coup was made against the world with the WHO, the tool of the evil globalists",,4724,3981
1.4258354363462492e+18,mercola,Thu Aug 12 15:03:53 +0000 2021,en,"A woman’s fully vaccinated father died from COVID-19, she “can't imagine how much more he would have suffered if he had not gotten the vaccine.” https://t.co/GS4gOBMGOS",FL,28921,307352
1.4259131523325706e+18,jeffreymadwisc,Thu Aug 12 20:12:42 +0000 2021,en,Terrible breaking news...Chinese Port closing because of covid. https://t.co/hbqU6tOxs5 via @YouTube,WI,16755,15298
1.4259207158831555e+18,miraforeman,Thu Aug 12 20:42:45 +0000 2021,en,We’ve Never Seen Vaccine Injuries on This Scale — Why Are Regulatory Agencies Hiding COVID Vaccine Safety Signals? • Children's Health Defense https://t.co/Chi1RsF4kU,,1633,1376
1.4259212507073167e+18,miraforeman,Thu Aug 12 20:44:53 +0000 2021,en,Why Herd Immunity From COVID Is ‘Mythical’ With Delta Variant + More • Children's Health Defense https://t.co/ifaZhz10F7,,1633.0,1376.0
1.4259254226011464e+18,jeffreymadwisc,Thu Aug 12 21:01:27 +0000 2021,en,"Over 90% Of The 600,000 COVID Deaths Have Attached Comorbidities, Per Th... https://t.co/mjRwuTXZu8 via @YouTube",WI,16756,15298
1.4259472010127852e+18,RobertKennedyJr,Thu Aug 12 22:28:00 +0000 2021,en,"A new study published in JAMA shows 1 in 100,000 people had vaccine-related myocarditis and 1.8 in 100,000 people had pericarditis — compared to the CDC’s data that 4.8 people per 1 million suffer myocarditis after receiving a COVID vaccine.  https://t.co/Q85ez24LlA",CA,596,289639
1.4259618022156943e+18,Patriot_Girl_TX,Thu Aug 12 23:26:01 +0000 2021,en,Majority of Hospitalized COVID-19 Patients at Hospital in Israel Are Fully Vaccinated: Doctor https://t.co/HocdrRIlWz,TX,6254,5685
1.4259889643268588e+18,CaligirlLeftie,Fri Aug 13 01:13:57 +0000 2021,en,@aaronjmate you might want to learn what #ADE is #BigPharma and #CDC have known for ages. #vaccines #mRNA,,11525,11951
1.426018363105493e+18,ronthorp,Fri Aug 13 03:10:46 +0000 2021,en,#truth  #strandedAussies   Coronavirus: hydroxychloroquine supplied in Australia to treat COVID-19 https://t.co/auCeSvuLOv,,4887,3521
1.426033431939625e+18,2021Freedom1776,Fri Aug 13 04:10:39 +0000 2021,en,🤬💩🤮 Fauci says he can't rule out Americans having to have booster shots indefinitely - but hopes one will suffice - and warns fully-vaccinated 'breakthrough' infections could still cause long COVID. https://t.co/yfsxs24OHy,,8747,9526
1.4260347834366157e+18,clubfmphilly,Fri Aug 13 04:16:01 +0000 2021,en,Feature Article: Long-term Side Effects of COVID-19 Vaccine? What We Know. | Children's Hospital of Philadelphia: https://t.co/fDqdRemteH https://t.co/SneJDYR8Zx,,497,690
1.4260352103286252e+18,clubfmphilly,Fri Aug 13 04:17:43 +0000 2021,en,Feature Article: Long-term Side Effects of COVID-19 Vaccine? What We Know. | Children's Hospital of Philadelphia: https://t.co/fDqdRemteH https://t.co/xnrc0sNKvd,,497,690
1.4260471645689774e+18,jeffreymadwisc,Fri Aug 13 05:05:13 +0000 2021,en,"Tiberius Platform Aids COVID-19 Logistics, Delivery &gt; U.S. Department of Defense &gt; Defense Department News #monitering #database #antivacers  https://t.co/BQpitdeIKK",,16759,15298
1.426093047142658e+18,ConjuredRundown,Fri Aug 13 08:07:32 +0000 2021,en,"@DallinO This is being accomplished through the mandating of spike protein injections, misleading labeled ""vaccines,"" with the knowledge that the covid spike protein was developed as a biological weapon and causes widespread vascular damage leading to injury and death.",,1190,194
1.426158845907198e+18,RobertKennedyJr,Fri Aug 13 12:29:00 +0000 2021,en,"In under a year, more than 500,000 post-COVID vaccine injuries have been reported to VAERS — nearly a third of all reports accumulated over the system’s entire three-decade lifespan — yet regulatory agencies remain silent.  https://t.co/y8dgNkNgpg",CA,596,289945
1.4262279297223352e+18,jeffreymadwisc,Fri Aug 13 17:03:31 +0000 2021,en,"Hey y’all,this covid19 agenda is universal with different mandates per different countries which the technocrats tyrants can get away with,all political leaders are sellouts,this will be and individual movement to free mankind.",,16758,15299
1.426324382243246e+18,TruthTeam101,Fri Aug 13 23:26:47 +0000 2021,en,"It was a no brainer, alright👇🙄🤪🙄  ""I'm pregnant and got vaccinated before the CDC recommended it to pregnant people. It was a no-brainer.""  https://t.co/b7KlwNnxOf",,4581,1109
1.4263798589936148e+18,jeffreymadwisc,Sat Aug 14 03:07:13 +0000 2021,en,Ohio Judge makes Covid vaccine apart of his sentence!! https://t.co/jvHELAeLX3 via @YouTube,WI,16758,15300
1.42641608429559e+18,2021Freedom1776,Sat Aug 14 05:31:10 +0000 2021,en,Abrien Aguirre Hawaii Covid Whistleblower https://t.co/J7dM0I22QM via @BitChute,,8785,9537
1.426519407564632e+18,clubfmphilly,Sat Aug 14 12:21:44 +0000 2021,en,You can’t sue Pfizer or Moderna if you have severe Covid vaccine side effects. The government likely won't compensate you for damages either https://t.co/voGAABh8v3,,498,691
1.4266079074293637e+18,clubfmphilly,Sat Aug 14 18:13:24 +0000 2021,en,You can’t sue Pfizer or Moderna if you have severe Covid vaccine side effects. The government likely won't compensate you for damages either https://t.co/rOStW45uHi,,498,691
1.4266348617633096e+18,jeffreymadwisc,Sat Aug 14 20:00:31 +0000 2021,en,Australia Prison Planet / Hugo Talks Some More #lockdown https://t.co/MPFOfa1RvG via @YouTube,WI,16751,15300
1.426638648817107e+18,jeffreymadwisc,Sat Aug 14 20:15:34 +0000 2021,en,"Health care, state workers protest COVID-19 vaccine mandate in Olympia https://t.co/o8lxisvjsZ via @YouTube",WI,16751,15301
1.426640400056529e+18,jeffreymadwisc,Sat Aug 14 20:22:31 +0000 2021,en,Off grid lifestyle outlawed? How far will the Covid vaccine mandate go? https://t.co/u4VsnBzVxY via @YouTube,WI,16751,15301
1.426714953814356e+18,jeffreymadwisc,Sun Aug 15 01:18:46 +0000 2021,en,DYSTOPIAN: Aussie Forcibly Hauled Off To Insane Asylum For Covid Thought... https://t.co/6HFRCYGQOt via @YouTube,WI,16750,15300
1.4267439693173637e+18,2021Freedom1776,Sun Aug 15 03:14:04 +0000 2021,en,"Fully vaccinated Southwest flight attendant, 36, dies from COVID-19 nearly two months after testing positive following trip to Hawaii https://t.co/1EjINOpcUV",,8832,9562
1.4267666392410767e+18,jeffreymadwisc,Sun Aug 15 04:44:09 +0000 2021,en,"Latest info regarding covid positives in Madison,Wi,last three weeks,as of Friday 13th August, st Mary’s hospital 16 infected 13 vaccinated 3 unvaccinated ,meriter hospital 6 positive,not know vac status,info reliable source.",,16749.0,15300.0
1.4268041424759112e+18,conscious_bkr,Sun Aug 15 07:13:10 +0000 2021,en,They purposely showed everyone not wearing a mask so they can keep the illusion that we need them   https://t.co/dVID39wfgu,,738,425
1.4268042887397007e+18,conscious_bkr,Sun Aug 15 07:13:45 +0000 2021,en,They purposely showed everyone not wearing a mask so they can keep the illusion that we need them   https://t.co/dVID39wfgu,,738,425
1.426809160188928e+18,conscious_bkr,Sun Aug 15 07:33:07 +0000 2021,en,A little reminder  Pentagon develops implantable microchip to detect COVID-19  https://t.co/7Fq9Rr2LBe,,738,424
1.426809312190468e+18,conscious_bkr,Sun Aug 15 07:33:43 +0000 2021,en,A little reminder  Pentagon develops implantable microchip to detect COVID-19 https://t.co/7Fq9Rr2LBe,,738,424
1.4268094811999846e+18,conscious_bkr,Sun Aug 15 07:34:23 +0000 2021,en,A little reminder   Pentagon develops implantable microchip to detect COVID-19  https://t.co/7Fq9Rr2LBe,,738,424
1.4268097597813842e+18,conscious_bkr,Sun Aug 15 07:35:30 +0000 2021,en,A little reminder  Pentagon develops implantable microchip to detect COVID-19  https://t.co/7Fq9Rr2LBe,,738,424
1.4268098170336911e+18,conscious_bkr,Sun Aug 15 07:35:43 +0000 2021,en,Pentagon develops implantable microchip to detect COVID-19  https://t.co/7Fq9Rr2LBe,,738,424
1.426809923703169e+18,conscious_bkr,Sun Aug 15 07:36:09 +0000 2021,en,A little reminder https://t.co/7Fq9Rr2LBe,,738,424
1.4268100304566682e+18,conscious_bkr,Sun Aug 15 07:36:34 +0000 2021,en,A little reminder https://t.co/7Fq9Rr2LBe,,738,424
1.4268644679383532e+18,clubfmphilly,Sun Aug 15 11:12:53 +0000 2021,en,"Attorneys: 1,200 first responders will file lawsuit against COVID vaccine mandate  https://t.co/5Sj9sL13Fi",,499,692
1.4269506685023068e+18,2021Freedom1776,Sun Aug 15 16:55:25 +0000 2021,en,"Fully vaccinated Southwest flight attendant, 36, dies from COVID-19 https://t.co/O9532Ec9PX via @MailOnline",,8844,9570
1.4269886014480138e+18,jeffreymadwisc,Sun Aug 15 19:26:09 +0000 2021,en,Nurse shortage at Houston hospitals has reached a breaking point as patients wait hours for care | https://t.co/dO5pxYDWMr https://t.co/SSZRJ0rRKh,,16750,15297
1.4269903655806607e+18,jeffreymadwisc,Sun Aug 15 19:33:10 +0000 2021,en,LANDLINES BAN By 2025 / Hugo Talks Some More #lockdown https://t.co/bJ16IPOd4x via @YouTube,WI,16750,15297
1.4270054530290688e+18,jeffreymadwisc,Sun Aug 15 20:33:07 +0000 2021,en,Covid Vaccine and Freedom of Choice https://t.co/4wYMCh1bMi via @YouTube,WI,16750,15298
1.4270119579248026e+18,jeffreymadwisc,Sun Aug 15 20:58:58 +0000 2021,en,COVID Shielding Camps Coming? https://t.co/iMOL4IEWAc via @YouTube,WI,16750,15298
1.4270134788884849e+18,TruthTeam101,Sun Aug 15 21:05:00 +0000 2021,en,RUSSEL BRAND @rustyrockets:   Covid Cover-Up: Are We Being Told The Truth About Wuhan? https://t.co/HT0CFT81Ce,,4611,1114
1.4270485241815572e+18,jeffreymadwisc,Sun Aug 15 23:24:16 +0000 2021,en,"The Army’s buying 500 million COVID vaccine doses, but they’re not for soldiers https://t.co/Z15bssau7Q",,16751,15299
1.4270894776888648e+18,WakeTheFlockUp6,Mon Aug 16 02:07:00 +0000 2021,en,If colleges are only testing the unvaccinated using the PCR tests cranked up to god know what...then...  there WILL be false positives that will be blamed on the unvaccinated— which is BS cuz  1. PCR tests r BS &amp; 2. VAXXED are spreading Covid   #stupidspreader #LeaveOurKidsAlone,,4858,5551
1.4272003597438198e+18,miraforeman,Mon Aug 16 09:27:36 +0000 2021,en,Fauci Downplays New COVID-19 Vaccine Study https://t.co/XH7EAjmIsZ,,1631,1375
1.4272393483915305e+18,WakeTheFlockUp6,Mon Aug 16 12:02:32 +0000 2021,en,Pediatricians and Nurses are Complicit Cowards!  Add Mandatory Masks &amp; Covid 💉 to this⬇️ https://t.co/UUbaj5jau1,,4859,5552.0
1.4272904106999194e+18,TruthTeam101,Mon Aug 16 15:25:26 +0000 2021,en,"Can't take the unending news of Covid💩 Just thoroughly depressing. So I went to YouTube to watch a vid about a nice tropical island. I searched 'Aruba'.  HELP! I NEED SOMEBODY! Help me if you can, I'm feeling down And I do appreciate u being 'round🤦😬☹️  https://t.co/0pfX7jNUpZ",,4611,1115
1.427356841974059e+18,clubfmphilly,Mon Aug 16 19:49:24 +0000 2021,en,CDC study shows three-fourths of people infected in Massachusetts coronavirus outbreak were vaccinated but few required hospitalization  https://t.co/uTGB8vDpic,,500,693
1.427380289471402e+18,RobertKennedyJr,Mon Aug 16 21:22:35 +0000 2021,en,"Financial stakes are high for Pfizer, which expects to pull in $33.5 billion in COVID vaccine revenue this year. Pfizer + BioNTech and Moderna have together locked up COVID vaccine supply agreements worth $60 billion+ in sales, just in 2021 + 2022.   https://t.co/O8sIwQBU0E",CA,596,292209
1.4273901772200387e+18,MomFluffyz,Mon Aug 16 22:01:52 +0000 2021,en,"Reports of Injuries, Deaths After COVID Vaccines Climb Steadily, as FDA, CDC Sign Off on Third Shot for Immunocompromised • Children's Health Defense https://t.co/bHWlzP7EgM",CT,309,264
1.4273902883481231e+18,MomFluffyz,Mon Aug 16 22:02:19 +0000 2021,en,How CDC Manipulated Data to Create ‘Pandemic of the Unvaxxed’ Narrative • Children's Health Defense https://t.co/mc0U3ZXa4o,CT,309,264
1.427523940780585e+18,miraforeman,Tue Aug 17 06:53:24 +0000 2021,en,How CDC Manipulated Data to Create ‘Pandemic of the Unvaxxed’ Narrative • Children's Health Defense https://t.co/Ll53LgEqkC,,1633,1375
1.4275432726254797e+18,miraforeman,Tue Aug 17 08:10:13 +0000 2021,en,Full nucleotide base sequences for all of the COVID vaccines approved by the MRHA - a Freedom of Information request to Medicines and Healthcare Products Regulatory Agency - WhatDoTheyKnow https://t.co/jUkaYec5az,,1633,1375
1.4276131128831017e+18,WakeTheFlockUp6,Tue Aug 17 12:47:44 +0000 2021,en,U.S. COVID Vaccine Policy Threatens Civil Liberties of Millions of Unvaccinated People Who Have Natural Immunity #NoVaccinePassport #NotMyPresident  https://t.co/2T1t4MgyML,,4858,5551
1.4276150637419807e+18,WakeTheFlockUp6,Tue Aug 17 12:55:29 +0000 2021,en,"CDC CRIMINALS Manipulate Data!  REAL WORLD DATA -most of infected r ‘vaccinated’ -Delta is actually weaker &amp; far less dangerous, even though it does spread more easily -dying from or w/ COVID-19 are actually at an all-time low, so alarmism is uncalled for https://t.co/AT86fYuF6T",,4858,5551
1.4276162365911e+18,WakeTheFlockUp6,Tue Aug 17 13:00:09 +0000 2021,en,Cleveland Clinic: Already Had COVID?     📢Vaccine Provides No Added Benefit  #NoVaccinePassport #UnMaskChildren  #NoMandates...for ANYTHING... EVER!  https://t.co/7HzYaN8n7L,,4858,5551
1.4276344911877284e+18,mercola,Tue Aug 17 14:12:41 +0000 2021,en,The Atlantic demands jabbing the kids for COVID-19 “to protect society as a whole”. https://t.co/oPNOndL77K,FL,28916,308463
1.427673590288294e+18,TruthTeam101,Tue Aug 17 16:48:03 +0000 2021,en,"Unlike many of my Fellow Democrats, my Pro-Choice stance did NOT change with the wind, once we got the Covid Vaccine.   Pro-Choice means Pro-Choice means  M y B o d y M y C h o i c e😊😍 For All &amp; For Always!!!!❤️💕😍 #Freedom",,4622,1117
1.4276864494035517e+18,RobertKennedyJr,Tue Aug 17 17:39:09 +0000 2021,en,"CDC says unvaccinated make up 95% to 99% of COVID hospitalizations. But in a news clip with CDC Director Dr. Rochelle Walensky, she reveals how that data is “grossly misleading.”  https://t.co/Tdi3eKEugj",CA,596,292731
